Conference,Year,Title,Author,Affiliation
NIPS,2018,LF-Net: Learning Local Features from Images,Pascal Fua,"EPFL, Switzerland"
NIPS,2018,LF-Net: Learning Local Features from Images,Kwang Yi,University of Victoria
NIPS,2018,Tangent: Automatic differentiation using source-code transformation for dynamically typed array programming,Bart van Merrienboer,"MILA, Google"
NIPS,2018,Tangent: Automatic differentiation using source-code transformation for dynamically typed array programming,Dan Moldovan,Google
NIPS,2018,Tangent: Automatic differentiation using source-code transformation for dynamically typed array programming,Alexander Wiltschko,Google Brain
NIPS,2018,Multi-domain Causal Structure Learning in Linear Systems,AmirEmad Ghassami,University of Illinois at Urbana–Champaign
NIPS,2018,Multi-domain Causal Structure Learning in Linear Systems,Negar Kiyavash,Georgia Tech
NIPS,2018,Multi-domain Causal Structure Learning in Linear Systems,Biwei Huang,Carnegie Mellon University
NIPS,2018,Multi-domain Causal Structure Learning in Linear Systems,Kun Zhang,CMU
NIPS,2018,Privacy Amplification by Subsampling: Tight Analyses via Couplings and Divergences,Borja Balle,Amazon Research Cambridge
NIPS,2018,Privacy Amplification by Subsampling: Tight Analyses via Couplings and Divergences,Gilles Barthe,IMDEA Software Institute
NIPS,2018,Privacy Amplification by Subsampling: Tight Analyses via Couplings and Divergences,Marco Gaboardi,Univeristy at Buffalo
NIPS,2018,Algebraic tests of general Gaussian latent tree models,Dennis Leung,University of Southern California
NIPS,2018,Algebraic tests of general Gaussian latent tree models,Mathias Drton,University of Washington
NIPS,2018,Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models,Minjia Zhang,Microsoft
NIPS,2018,Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models,Wenhan Wang,Microsoft
NIPS,2018,Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models,Xiaodong Liu,Microsoft
NIPS,2018,Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models,Jianfeng Gao,"Microsoft Research, Redmond, WA"
NIPS,2018,Navigating with Graph Representations for Fast and Scalable Decoding of Neural Language Models,Yuxiong He,Microsoft
NIPS,2018,Deep Structured Prediction via Nonlinear Output Transformations,Colin Graber,University of Illinois at Urbana-Champaign
NIPS,2018,Deep Structured Prediction via Nonlinear Output Transformations,Ofer Meshi,Google
NIPS,2018,Deep Structured Prediction via Nonlinear Output Transformations,Alex Schwing,University of Illinois at Urbana-Champaign
NIPS,2018,Computationally and Statistically Efficient Learning of Bayes Nets Using Path Queries,Kevin Bello,Purdue University
NIPS,2018,Computationally and Statistically Efficient Learning of Bayes Nets Using Path Queries,Jean Honorio,Purdue University
NIPS,2018,Sparse PCA from Sparse Linear Regression,Guy Bresler,MIT
NIPS,2018,Sparse PCA from Sparse Linear Regression,Sung Min Park,MIT
NIPS,2018,Sparse PCA from Sparse Linear Regression,Madalina Persu,"Two Sigma Investments, MIT"
NIPS,2018,Sequential Data Classification for Resource-constrained Devices,Don Dennis,Microsoft Research
NIPS,2018,Sequential Data Classification for Resource-constrained Devices,Chirag Pabbaraju,Microsoft Research
NIPS,2018,Sequential Data Classification for Resource-constrained Devices,Harsha Simhadri,Microsoft Research India
NIPS,2018,Sequential Data Classification for Resource-constrained Devices,Prateek Jain,Microsoft Research
NIPS,2018,The Price of Fair PCA: One Extra dimension,Samira Samadi,Georgia Tech
NIPS,2018,The Price of Fair PCA: One Extra dimension,Tao (Uthaipon) Tantipongpipat,Georgia Tech
NIPS,2018,The Price of Fair PCA: One Extra dimension,Jamie Morgenstern,Georgia Tech
NIPS,2018,The Price of Fair PCA: One Extra dimension,Mohit Singh,Georgia Tech
NIPS,2018,The Price of Fair PCA: One Extra dimension,Santosh Vempala,Georgia Tech
NIPS,2018,GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking,Patrick Chen,UCLA
NIPS,2018,GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking,Si Si,Google Research
NIPS,2018,GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking,Yang Li,Google
NIPS,2018,GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking,Ciprian Chelba,Google
NIPS,2018,GroupReduce: Block-Wise Low-Rank Approximation for Neural Language Model Shrinking,Cho-Jui Hsieh,"UCLA, Google Research"
NIPS,2018,"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Nick Haber,Stanford University
NIPS,2018,"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Damian Mrowca,Stanford University
NIPS,2018,"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Stephanie Wang,Stanford University
NIPS,2018,"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Li Fei-Fei,Stanford University & Google
NIPS,2018,"Learning to Play With Intrinsically-Motivated, Self-Aware Agents",Daniel Yamins,Stanford University
NIPS,2018,Scaling provable adversarial defenses,Eric Wong,Carnegie Mellon University
NIPS,2018,Scaling provable adversarial defenses,Frank Schmidt,Robert Bosch GmbH
NIPS,2018,Scaling provable adversarial defenses,Jan Hendrik Metzen,Robert Bosch GmbH
NIPS,2018,Scaling provable adversarial defenses,J. Zico Kolter,Carnegie Mellon University / Bosch Center for AI
NIPS,2018,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images,Andrei Zanfir,Institute of Mathematics of the Romanian Academy
NIPS,2018,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images,Elisabeta Marinoiu,IMAR
NIPS,2018,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images,Mihai Zanfir,IMAR
NIPS,2018,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images,Alin-Ionut Popa,IMAR
NIPS,2018,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images,Cristian Sminchisescu,LTH
NIPS,2018,Almost Optimal Algorithms for Linear Stochastic Bandits with Heavy-Tailed Payoffs,Han Shao,The Chinese University of Hong Kong
NIPS,2018,Almost Optimal Algorithms for Linear Stochastic Bandits with Heavy-Tailed Payoffs,Xiaotian Yu,The Chinese University of Hong Kong
NIPS,2018,Almost Optimal Algorithms for Linear Stochastic Bandits with Heavy-Tailed Payoffs,Irwin King,Chinese University of Hong Kong
NIPS,2018,Almost Optimal Algorithms for Linear Stochastic Bandits with Heavy-Tailed Payoffs,Michael Lyu,CUHK
NIPS,2018,Data-dependent PAC-Bayes priors via differential privacy,Gintare Karolina Dziugaite,University of Cambridge
NIPS,2018,Data-dependent PAC-Bayes priors via differential privacy,Dan Roy,Univ of Toronto & Vector
NIPS,2018,Deep Poisson gamma dynamical systems,Dandan Guo,Xidian University
NIPS,2018,Deep Poisson gamma dynamical systems,Bo Chen,Xidian University
NIPS,2018,Deep Poisson gamma dynamical systems,Hao Zhang,Petuum Inc.
NIPS,2018,Deep Poisson gamma dynamical systems,Mingyuan Zhou,University of Texas at Austin
NIPS,2018,Continuity vs. Injectivity in Dimensionality Reduction: a Quantitative Topology View,Kry Lui,BorealisAI
NIPS,2018,Continuity vs. Injectivity in Dimensionality Reduction: a Quantitative Topology View,Gavin Weiguang Ding,Borealis AI
NIPS,2018,Continuity vs. Injectivity in Dimensionality Reduction: a Quantitative Topology View,Ruitong Huang,Borealis AI
NIPS,2018,Continuity vs. Injectivity in Dimensionality Reduction: a Quantitative Topology View,Robert McCann,University of Toronto
NIPS,2018,Teaching Inverse Reinforcement Learners via Features and Demonstrations,Luis Haug,ETH Zurich
NIPS,2018,Teaching Inverse Reinforcement Learners via Features and Demonstrations,Sebastian Tschiatschek,Microsoft Research
NIPS,2018,Teaching Inverse Reinforcement Learners via Features and Demonstrations,Adish Singla,MPI-SWS
NIPS,2018,Wasserstein Distributionally Robust Kalman Filtering,Soroosh Shafieezadeh Abadeh,EPFL
NIPS,2018,Wasserstein Distributionally Robust Kalman Filtering,Viet Anh Nguyen,Ecole Polytechnique Federale de Lausanne
NIPS,2018,Wasserstein Distributionally Robust Kalman Filtering,Daniel Kuhn,EPFL
NIPS,2018,Wasserstein Distributionally Robust Kalman Filtering,Peyman Mohajerin Esfahani,TU Delft
NIPS,2018,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization",Blake Woodworth,TTI-Chicago
NIPS,2018,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization",Jialei Wang,"Two Sigma Investments, University of Chicago"
NIPS,2018,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization",Adam Smith,Boston University
NIPS,2018,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization",Brendan McMahan,Google
NIPS,2018,"Graph Oracle Models, Lower Bounds, and Gaps for Parallel Stochastic Optimization",Nati Srebro,TTI-Chicago
NIPS,2018,Adversarial Regularizers in Inverse Problems,Sebastian Lunz,University of Cambridge
NIPS,2018,Adversarial Regularizers in Inverse Problems,Carola Schoenlieb,Cambridge University
NIPS,2018,Adversarial Regularizers in Inverse Problems,Ozan Öktem,KTH - Royal Institute of Technology
NIPS,2018,Clustering Redemption–Beyond the Impossibility of Kleinberg’s Axioms,Vincent Cohen-Addad,CNRS & Sorbonne Université
NIPS,2018,Clustering Redemption–Beyond the Impossibility of Kleinberg’s Axioms,Varun Kanade,University of Oxford
NIPS,2018,Clustering Redemption–Beyond the Impossibility of Kleinberg’s Axioms,Frederik Mallmann-Trenn,MIT
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Bo Han,RIKEN & UTS
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Quanming Yao,4Paradigm
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Xingrui Yu,University of Technology Sydney
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Gang Niu,RIKEN
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Miao Xu,RIKEN AIP
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Weihua Hu,The University of Tokyo
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Ivor Tsang,"University of Technology, Sydney"
NIPS,2018,Co-teaching: Robust Training Deep Neural Networks with Extremely Noisy Labels,Masashi Sugiyama,RIKEN / University of Tokyo
NIPS,2018,An Event-Based Framework for Task Specification and Control,Justin Fu,UC Berkeley
NIPS,2018,An Event-Based Framework for Task Specification and Control,Avi Singh,UC Berkeley
NIPS,2018,An Event-Based Framework for Task Specification and Control,Dibya Ghosh,UC Berkeley
NIPS,2018,An Event-Based Framework for Task Specification and Control,Larry Yang,UC Berkeley
NIPS,2018,An Event-Based Framework for Task Specification and Control,Sergey Levine,UC Berkeley
NIPS,2018,Adversarial Multiple Source Domain Adaptation,Han Zhao,Carnegie Mellon University
NIPS,2018,Adversarial Multiple Source Domain Adaptation,Shanghang Zhang,Carnegie Mellon University
NIPS,2018,Adversarial Multiple Source Domain Adaptation,Guanhang Wu,Carnegie Mellon University
NIPS,2018,Adversarial Multiple Source Domain Adaptation,José M. F. Moura,Carnegie Mellon University
NIPS,2018,Adversarial Multiple Source Domain Adaptation,Joao P Costeira,Instituto Superior Tecnico VAT- 501507930
NIPS,2018,Adversarial Multiple Source Domain Adaptation,Geoffrey Gordon,MSR Montréal & CMU
NIPS,2018,Neural Tangent Kernel: Convergence and Generalization in Neural Networks,Arthur Jacot-Guillarmod,EPFL
NIPS,2018,Neural Tangent Kernel: Convergence and Generalization in Neural Networks,Clement Hongler,EPFL
NIPS,2018,Neural Tangent Kernel: Convergence and Generalization in Neural Networks,Franck Gabriel,EPFL
NIPS,2018,A statistical model for graph partitioning with high-dimensional covariates,Yash Deshpande,Massachusetts Institute of Technology
NIPS,2018,A statistical model for graph partitioning with high-dimensional covariates,Subhabrata Sen,Massachusetts Institute of Technology
NIPS,2018,A statistical model for graph partitioning with high-dimensional covariates,Andrea Montanari,Stanford
NIPS,2018,A statistical model for graph partitioning with high-dimensional covariates,Elchanan Mossel,MIT
NIPS,2018,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,Jeffrey Chan,UC Berkeley
NIPS,2018,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,Valerio Perrone,University of Warwick
NIPS,2018,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,Jeffrey Spence,UC Berkeley
NIPS,2018,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,Paul Jenkins,University of Warwick
NIPS,2018,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,Sara Mathieson,Swarthmore College
NIPS,2018,A Likelihood-Free Inference Framework for Population Genetic Data using Exchangeable Neural Networks,Yun Song,UC Berkeley
NIPS,2018,Randomized Prior Functions for Deep Reinforcement Learning,Ian Osband,Google Deepmind
NIPS,2018,Randomized Prior Functions for Deep Reinforcement Learning,jaslanides Aslanides,DeepMind
NIPS,2018,Randomized Prior Functions for Deep Reinforcement Learning,cassirer Cassirer,DeepMind
NIPS,2018,Compact Representation of Uncertainty In Clustering,Craig Greenberg,University of Massachusetts Amherst / NIST
NIPS,2018,Compact Representation of Uncertainty In Clustering,Nicholas Monath,University of Massachusetts Amherst
NIPS,2018,Compact Representation of Uncertainty In Clustering,Ari Kobren,UMass Amherst
NIPS,2018,Compact Representation of Uncertainty In Clustering,Patrick Flaherty,"University of Massachusetts, Amherst"
NIPS,2018,Compact Representation of Uncertainty In Clustering,Andrew McGregor,University of Massachusetts Amherst
NIPS,2018,Compact Representation of Uncertainty In Clustering,Andrew McCallum,UMass Amherst
NIPS,2018,Minimax Rates in Contextual Partial Monitoring,Alan Malek,MIT
NIPS,2018,Minimax Rates in Contextual Partial Monitoring,Dylan Foster,Cornell University
NIPS,2018,Minimax Rates in Contextual Partial Monitoring,Ali Jadbabaie,MIT
NIPS,2018,Minimax Rates in Contextual Partial Monitoring,Alexander Rakhlin,MIT
NIPS,2018,Learning without Phase: Regularized PhaseMax Achieves Optimal Sample Complexity,Fariborz Salehi,California Institute of Technology
NIPS,2018,Learning without Phase: Regularized PhaseMax Achieves Optimal Sample Complexity,Ehsan Abbasi,Caltech
NIPS,2018,Learning without Phase: Regularized PhaseMax Achieves Optimal Sample Complexity,Babak Hassibi,Caltech
NIPS,2018,Multilingual Anchoring: Interactive Topic Modeling and Alignment Across Languages,Michelle Yuan,"University of Maryland, College Park"
NIPS,2018,Multilingual Anchoring: Interactive Topic Modeling and Alignment Across Languages,Benjamin Van Durme,Johns Hopkins University
NIPS,2018,Multilingual Anchoring: Interactive Topic Modeling and Alignment Across Languages,Jordan Ying,University of Maryland
NIPS,2018,Estimators for Multivariate Information Measures in General Probability Spaces,Arman Rahimzamani,University of Washington
NIPS,2018,Estimators for Multivariate Information Measures in General Probability Spaces,Himanshu Asnani,"University of Washington, Seattle"
NIPS,2018,Estimators for Multivariate Information Measures in General Probability Spaces,Pramod Viswanath,UIUC
NIPS,2018,Estimators for Multivariate Information Measures in General Probability Spaces,Sreeram Kannan,University of Washington
NIPS,2018,DeepPINK: reproducible feature selection in deep neural networks,Yang Lu,University of Washington
NIPS,2018,DeepPINK: reproducible feature selection in deep neural networks,Yingying Fan,University of Southern California
NIPS,2018,DeepPINK: reproducible feature selection in deep neural networks,Jinchi Lv,University of Southern California
NIPS,2018,DeepPINK: reproducible feature selection in deep neural networks,William Stafford Noble,
NIPS,2018,Synthesis of Differentiable Functional Programs for Lifelong Learning,Lazar Valkov,University of Edinburgh
NIPS,2018,Synthesis of Differentiable Functional Programs for Lifelong Learning,Dipak Chaudhari,Rice University
NIPS,2018,Synthesis of Differentiable Functional Programs for Lifelong Learning,Akash Srivastava,University of Edinburgh
NIPS,2018,Synthesis of Differentiable Functional Programs for Lifelong Learning,Charles Sutton,Google
NIPS,2018,Synthesis of Differentiable Functional Programs for Lifelong Learning,Swarat Chaudhuri,Rice University
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Liang-Chieh Chen,Google Inc.
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Maxwell Collins,Google Inc.
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Yukun Zhu,Google
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,George Papandreou,Google
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Barret Zoph,Google Brain
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Florian Schroff,"Google Inc., Venice, CA"
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Hartwig Adam,Google
NIPS,2018,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction,Jon Shlens,Google Research
NIPS,2018,Orthogonally Decoupled Variational Gaussian Processes,Hugh Salimbeni,Imperial College London
NIPS,2018,Orthogonally Decoupled Variational Gaussian Processes,Ching-An Cheng,Georgia Tech
NIPS,2018,Orthogonally Decoupled Variational Gaussian Processes,Byron Boots,Georgia Tech / Google Brain
NIPS,2018,Orthogonally Decoupled Variational Gaussian Processes,Marc Deisenroth,Imperial College London
NIPS,2018,Dendritic cortical microcircuits approximate the backpropagation algorithm,João Sacramento,University of Bern
NIPS,2018,Dendritic cortical microcircuits approximate the backpropagation algorithm,Rui Ponte Costa,Univeristy of Bern
NIPS,2018,Dendritic cortical microcircuits approximate the backpropagation algorithm,Yoshua Bengio,U. Montreal
NIPS,2018,Dendritic cortical microcircuits approximate the backpropagation algorithm,Walter Senn,University of Bern
NIPS,2018,Automatic differentiation in ML: Where we are and where we should be going,Bart van Merrienboer,"MILA, Google"
NIPS,2018,Automatic differentiation in ML: Where we are and where we should be going,Olivier Breuleux,MILA
NIPS,2018,Automatic differentiation in ML: Where we are and where we should be going,Arnaud Bergeron,Université de Montréal (MILA)
NIPS,2018,Automatic differentiation in ML: Where we are and where we should be going,Pascal Lamblin,Google
NIPS,2018,A Bayesian Nonparametric View on Count-Min Sketch,Diana Cai,Princeton University
NIPS,2018,A Bayesian Nonparametric View on Count-Min Sketch,Michael Mitzenmacher,Harvard University
NIPS,2018,A Bayesian Nonparametric View on Count-Min Sketch,Ryan Adams,Google Brain and Princeton University
NIPS,2018,Generalized Cross Entropy Loss for Training Deep Neural Networks with Noisy Labels,Zhilu Zhang,Cornell University
NIPS,2018,Generalized Cross Entropy Loss for Training Deep Neural Networks with Noisy Labels,Mert Sabuncu,Cornell
NIPS,2018,"Loss Surfaces, Mode Connectivity, and Fast Ensembling of DNNs",Timur Garipov,Moscow State University
NIPS,2018,"Loss Surfaces, Mode Connectivity, and Fast Ensembling of DNNs",Pavel Izmailov,Cornell University
NIPS,2018,"Loss Surfaces, Mode Connectivity, and Fast Ensembling of DNNs",Dmitrii Podoprikhin,XTX markets
NIPS,2018,"Loss Surfaces, Mode Connectivity, and Fast Ensembling of DNNs",Dmitry Vetrov,"Higher School of Economics, Samsung AI Center, Moscow"
NIPS,2018,"Loss Surfaces, Mode Connectivity, and Fast Ensembling of DNNs",Andrew Wilson,Cornell University
NIPS,2018,Legendre Decomposition for Tensors,Mahito Sugiyama,National Institute of Informatics
NIPS,2018,Legendre Decomposition for Tensors,Hiroyuki Nakahara,RIKEN Brain Science Institute
NIPS,2018,Legendre Decomposition for Tensors,Koji Tsuda,The University of Tokyo / RIKEN
NIPS,2018,Reinforcement Learning of Theorem Proving,Cezary Kaliszyk,Innsbruck University
NIPS,2018,Reinforcement Learning of Theorem Proving,Josef Urban,Czech Technical University in Prague
NIPS,2018,Reinforcement Learning of Theorem Proving,Henryk Michalewski,"University of Warsaw, University of Oxford, deepsense.ai"
NIPS,2018,Reinforcement Learning of Theorem Proving,Miroslav Olšák,Charles University in Prague
NIPS,2018,Group Equivariant Capsule Networks,Jan Lenssen,TU Dortmund
NIPS,2018,Group Equivariant Capsule Networks,Matthias Fey,TU Dortmund
NIPS,2018,Group Equivariant Capsule Networks,Pascal Libuschewski,TU Dortmund
NIPS,2018,Stein Variational Gradient Descent as Moment Matching,Qiang Liu,UT Austin
NIPS,2018,Stein Variational Gradient Descent as Moment Matching,Dilin Wang,UT Austin
NIPS,2018,Differential Privacy for Growing Databases,Rachel Cummings,Georgia Tech
NIPS,2018,Differential Privacy for Growing Databases,Sara Krehbiel,University of Richmond
NIPS,2018,Differential Privacy for Growing Databases,Kevin A Lai,Georgia Tech
NIPS,2018,Differential Privacy for Growing Databases,Tao (Uthaipon) Tantipongpipat,Georgia Tech
NIPS,2018,Exploration in Structured Reinforcement Learning,Jungseul Ok,UIUC
NIPS,2018,Exploration in Structured Reinforcement Learning,Damianos Tranos,KTH Royal Institute of Stockholm
NIPS,2018,Exploration in Structured Reinforcement Learning,Alexandre Proutiere,KTH
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Rudrasis Chakraborty,University of Florida
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Chun-Hao Yang,University of Florida
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Xingjian Zhen,UW-Madison
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Monami Banerjee,University of Florida
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Derek Archer,University of Florida
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,David Vaillancourt,University of Florida
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Vikas Singh,UW-Madison
NIPS,2018,Statistical Recurrent Models on Manifold valued Data,Baba Vemuri,"University of Florida, USA"
NIPS,2018,Balanced Policy Evaluation and Learning,Nathan Kallus,Cornell University
NIPS,2018,Distributed Multitask Reinforcement Learning with Quadratic Convergence,Rasul Tutunov,PROWLER.io
NIPS,2018,Distributed Multitask Reinforcement Learning with Quadratic Convergence,Dongho Kim,PROWLER.io
NIPS,2018,Distributed Multitask Reinforcement Learning with Quadratic Convergence,Haitham Bou Ammar,PROWLER.io
NIPS,2018,Improving Neural Program Synthesis with Inferred Execution Traces,Richard Shin,UC Berkeley
NIPS,2018,Improving Neural Program Synthesis with Inferred Execution Traces,Illia Polosukhin,NEAR
NIPS,2018,Improving Neural Program Synthesis with Inferred Execution Traces,Dawn Song,UC Berkeley
NIPS,2018,Adaptive Path-Integral Autoencoders: Representation Learning and Planning for Dynamical Systems,Jung-Su Ha,KAIST
NIPS,2018,Adaptive Path-Integral Autoencoders: Representation Learning and Planning for Dynamical Systems,Young-Jin Park,KAIST
NIPS,2018,Adaptive Path-Integral Autoencoders: Representation Learning and Planning for Dynamical Systems,Hyeok-Joo Chae,KAIST
NIPS,2018,Adaptive Path-Integral Autoencoders: Representation Learning and Planning for Dynamical Systems,Soon-Seo Park,KAIST
NIPS,2018,Adaptive Path-Integral Autoencoders: Representation Learning and Planning for Dynamical Systems,Han-Lim Choi,Korea Advanced Institute of Science and Technology
NIPS,2018,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes,Andrea Tirinzoni,Politecnico di Milano
NIPS,2018,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes,Marek Petrik,University of New Hampshire
NIPS,2018,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes,Xiangli Chen,University of Illinois at Chicago
NIPS,2018,Policy-Conditioned Uncertainty Sets for Robust Markov Decision Processes,Brian Ziebart,University of Illinois at Chicago
NIPS,2018,Online Learning of Quantum States,Scott Aaronson,UT Austin
NIPS,2018,Online Learning of Quantum States,Xinyi Chen,Google Brain
NIPS,2018,Online Learning of Quantum States,Elad Hazan,Princeton University
NIPS,2018,Online Learning of Quantum States,Satyen Kale,Google
NIPS,2018,Online Learning of Quantum States,Ashwin Nayak,University of Waterloo
NIPS,2018,Inferring Latent Velocities from Weather Radar Data using Gaussian Processes,Rico Angell,University of Massachusetts
NIPS,2018,Inferring Latent Velocities from Weather Radar Data using Gaussian Processes,Dan Sheldon,University of Massachusetts Amherst
NIPS,2018,A Structured Prediction Approach for Label Ranking,Anna Korba,TELECOM PARISTECH
NIPS,2018,A Structured Prediction Approach for Label Ranking,Alexandre Garcia,Telecom ParisTech
NIPS,2018,A Structured Prediction Approach for Label Ranking,Florence d'Alché-Buc,"LTCI,Télécom ParisTech, University of Paris-Saclay"
NIPS,2018,Efficient High Dimensional Bayesian Optimization with Additivity and Quadrature Fourier Features,Mojmir Mutny,ETH Zurich
NIPS,2018,Efficient High Dimensional Bayesian Optimization with Additivity and Quadrature Fourier Features,Andreas Krause,ETHZ
NIPS,2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",Aditya Kusupati,Microsoft Research India
NIPS,2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",Manish Singh,Indian Institute of Technology Delhi
NIPS,2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",Kush Bhatia,UC Berkeley
NIPS,2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",Ashish Kumar,UC Berkeley
NIPS,2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",Prateek Jain,Microsoft Research
NIPS,2018,"FastGRNN: A Fast, Accurate, Stable and Tiny Kilobyte Sized Gated Recurrent Neural Network",Manik Varma,Microsoft Research India
NIPS,2018,SING: Symbol-to-Instrument Neural Generator,Alexandre Defossez,Facebook
NIPS,2018,SING: Symbol-to-Instrument Neural Generator,Neil Zeghidour,Facebook A.I. Research / Ecole Normale Supérieure
NIPS,2018,SING: Symbol-to-Instrument Neural Generator,Nicolas Usunier,Facebook AI Research
NIPS,2018,SING: Symbol-to-Instrument Neural Generator,Leon Bottou,Facebook AI Research
NIPS,2018,SING: Symbol-to-Instrument Neural Generator,Francis Bach,INRIA - Ecole Normale Superieure
NIPS,2018,Theoretical Linear Convergence of Unfolded ISTA and Its Practical Weights and Thresholds,Xiaohan Chen,Texas A&M University
NIPS,2018,Theoretical Linear Convergence of Unfolded ISTA and Its Practical Weights and Thresholds,Jialin Liu,"University of California, Los Angeles (UCLA)"
NIPS,2018,Theoretical Linear Convergence of Unfolded ISTA and Its Practical Weights and Thresholds,Zhangyang Wang,TAMU
NIPS,2018,Theoretical Linear Convergence of Unfolded ISTA and Its Practical Weights and Thresholds,Wotao Yin,"University of California, Los Angeles"
NIPS,2018,Iterative Value-Aware Model Learning,Amir-massoud Farahmand,Vector Institute
NIPS,2018,Evading the Adversary in Invariant Representation,Daniel Moyer,University of Southern California
NIPS,2018,Evading the Adversary in Invariant Representation,Shuyang Gao,ISI USC
NIPS,2018,Evading the Adversary in Invariant Representation,Rob Brekelmans,University of Southern California
NIPS,2018,Evading the Adversary in Invariant Representation,Aram Galstyan,USC Information Sciences Inst
NIPS,2018,Evading the Adversary in Invariant Representation,Greg Ver Steeg,University of Southern California
NIPS,2018,Robot Learning in Homes: Improving Generalization and Reducing Dataset Bias,Abhinav Gupta,Facebook AI Research/CMU
NIPS,2018,Robot Learning in Homes: Improving Generalization and Reducing Dataset Bias,Adithyavairavan Murali,Carnegie Mellon University Robotics Institute
NIPS,2018,Robot Learning in Homes: Improving Generalization and Reducing Dataset Bias,Dhiraj Prakashchand Gandhi,Carnegie Mellon University Robotics Institute
NIPS,2018,Robot Learning in Homes: Improving Generalization and Reducing Dataset Bias,Lerrel Pinto,Carnegie Mellon University
NIPS,2018,Transfer of Deep Reactive Policies for MDP Planning,Aniket (Nick) Bajpai,MIT
NIPS,2018,Transfer of Deep Reactive Policies for MDP Planning,Sankalp Garg,Indian Institute of Technology Delhi
NIPS,2018,Transfer of Deep Reactive Policies for MDP Planning,Mausam,IIT Dehli
NIPS,2018,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization,Ian En-Hsu Yen,Carnegie Mellon University
